listing_id,true_label,fraud_type,fraud_details,price_score,text_score,location_score,image_score,final_fraud_probability,predicted_label,detected_fraud_types
0,1,Price Fraud,Price reduced by 43%,0.40310612774973115,0.011608480044093351,1.0,0.0,0.3238339583359427,0,Location Fraud
1,1,Text Fraud,"Urgency keywords: don't miss, immediate, act now",0.11814740992980131,0.06,0.0,0.0,0.05044422297894039,0,None
2,0,Normal,No fraud detected,0.03117843912335561,0.011608480044093351,0.9,0.0,0.19225565174803005,0,Location Fraud
3,1,Price Fraud,Price reduced by 49%,0.23783654856921535,0.013369660462766582,0.0,0.0,0.07469337968645626,0,None
4,0,Normal,No fraud detected,0.19235111583024925,0.013369660462766582,1.0,0.0,0.2610477498647664,0,Location Fraud
5,0,Normal,No fraud detected,0.11162347551772449,0.013369660462766582,1.0,0.0,0.236829457771009,0,Location Fraud
6,1,Text Fraud,"Scam keywords: 100% safe, risk-free",0.22567883755143262,0.01198296759371262,0.0,0.0,0.07069939316385794,0,None
7,0,Normal,No fraud detected,0.3719448304568958,0.011608480044093351,0.0,0.0,0.11448556914809208,0,None
8,1,Price Fraud,Price increased by 84%,0.056350592696111416,0.013369660462766582,0.0,0.0,0.02024759292452507,0,None
9,0,Normal,No fraud detected,0.4019120222445056,0.013369660462766582,1.0,0.0,0.32391602178904333,0,Location Fraud
10,0,Normal,No fraud detected,0.0,0.011608480044093351,0.0,0.0,0.002902120011023338,0,None
11,1,Text Fraud,"Exaggeration keywords: amazing, unbelievable, exclusive, incredible",0.762669987390893,0.048297213622291016,0.0,0.0,0.24087529962284063,0,Price Fraud
12,0,Normal,No fraud detected,0.051039095384259194,0.010399148197145165,0.0,0.0,0.01791151566456405,0,None
13,0,Normal,No fraud detected,0.0,0.008804618324673366,0.0,0.0,0.0022011545811683416,0,None
14,0,Normal,No fraud detected,0.12610239288758454,0.010399148197145165,0.0,0.0,0.04043050491556165,0,None
15,0,Normal,No fraud detected,0.4271880007076343,0.011608480044093351,1.0,0.0,0.3310585202233136,0,Location Fraud
16,1,Price Fraud,Price increased by 66%,0.4631972375252416,0.013369660462766582,0.0,0.0,0.14230158637326412,0,None
17,1,Location Fraud,"Coordinates shifted by (1.46, 1.91)",0.1100421386548109,0.011608480044093351,0.0,0.0,0.0359147616074666,0,None
18,1,Price Fraud,Price reduced by 56%,0.6671059165648621,0.013369660462766582,0.0,0.0,0.20347419008515025,0,Price Fraud
19,1,Location Fraud,"Coordinates shifted by (-1.99, -1.29)",0.22574247502044228,0.013369660462766582,0.9,0.0,0.25106515762182435,0,Location Fraud
20,0,Normal,No fraud detected,0.15707012474219348,0.011608480044093351,0.0,0.0,0.05002315743368138,0,None
21,0,Normal,No fraud detected,0.25300828949136195,0.011608480044093351,1.0,0.0,0.27880460685843195,0,Location Fraud
22,1,Multi-Fraud,"Price reduced by 54% | Scam keywords: advance payment, guaranteed, cash only",0.4972735466392684,0.009502982533065607,0.0,0.0,0.15155780962504692,0,None
23,1,Price Fraud,Price increased by 63%,0.32012766864765946,0.013369660462766582,0.0,0.0,0.09938071570998949,0,None
24,0,Normal,No fraud detected,0.4092745938847658,0.011608480044093351,1.0,0.0,0.32568449817645306,0,Location Fraud
25,1,Multi-Fraud,"Urgency keywords: immediate, quick sale | Coordinates shifted by (1.08, 1.13)",0.53267647367057,0.02,0.0,0.0,0.164802942101171,0,None
26,0,Normal,No fraud detected,0.14720499802195905,0.010399148197145165,0.0,0.0,0.046761286455874004,0,None
27,1,Price Fraud,Price reduced by 53%,0.0016864500507776294,0.013369660462766582,0.0,0.0,0.0038483501309249345,0,None
28,1,Price Fraud,Price increased by 66%,1.0,0.013369660462766582,1.0,0.0,0.5033424151156917,1,"Price Fraud, Location Fraud"
29,0,Normal,No fraud detected,0.07542865652125451,0.013369660462766582,1.0,0.0,0.22597101207206802,0,Location Fraud
30,1,Multi-Fraud,"Coordinates shifted by (1.27, -0.69) | Urgency keywords: act now, urgent, today only | Price reduced by 52%",0.13384838356781065,0.04,0.0,0.0,0.05015451507034319,0,None
31,0,Normal,No fraud detected,0.17499982910181267,0.011608480044093351,0.0,0.0,0.05540206874156713,0,None
32,1,Price Fraud,Price increased by 83%,0.1446662418303828,0.013369660462766582,1.0,0.0,0.2467422876648065,0,Location Fraud
33,0,Normal,No fraud detected,0.13261328367579825,0.011608480044093351,0.9,0.0,0.22268610511376283,0,Location Fraud
34,1,Price Fraud,Price reduced by 67%,0.5016158538019798,0.013369660462766582,0.0,0.0,0.1538271712562856,0,None
35,0,Normal,No fraud detected,0.17438892524421926,0.013369660462766582,1.0,0.0,0.2556590926889574,0,Location Fraud
36,0,Normal,No fraud detected,0.28913094066915174,0.011608480044093351,0.0,0.0,0.08964140221176886,0,None
37,1,Text Fraud,"Scam keywords: cash only, wire transfer, deposit now",0.43138760701283924,0.011608480044093351,0.0,0.0,0.13231840211487508,0,None
38,0,Normal,No fraud detected,0.04712060135085858,0.010399148197145165,0.0,0.0,0.016735967454543865,0,None
39,0,Normal,No fraud detected,0.030941515954589296,0.013369660462766582,1.0,0.0,0.21262486990206844,0,Location Fraud
40,1,Location Fraud,"Coordinates shifted by (1.44, -0.61)",0.08178121867435688,0.013369660462766582,0.0,0.0,0.02787678071799871,0,None
41,0,Normal,No fraud detected,0.12871936908421097,0.013369660462766582,0.0,0.0,0.04195822584095493,0,None
42,0,Normal,No fraud detected,0.24159104207486193,0.010399148197145165,0.0,0.0,0.07507709967174486,0,None
43,0,Normal,No fraud detected,0.4569619665279773,0.011608480044093351,0.0,0.0,0.1399907099694165,0,None
44,0,Normal,No fraud detected,0.03117843912335561,0.011608480044093351,0.9,0.0,0.19225565174803005,0,Location Fraud
45,1,Location Fraud,"Coordinates shifted by (0.62, -1.62)",0.07816172278460799,0.011608480044093351,0.9,0.0,0.20635063684640575,0,Location Fraud
46,0,Normal,No fraud detected,0.13822004477935818,0.011608480044093351,0.0,0.0,0.04436813344483079,0,None
47,0,Normal,No fraud detected,0.24603699780982705,0.011608480044093351,0.0,0.0,0.07671321935397145,0,None
48,0,Normal,No fraud detected,0.10101219955837422,0.010399148197145165,0.0,0.0,0.03290344691679856,0,None
49,0,Normal,No fraud detected,0.09338414638397806,0.013369660462766582,0.9,0.0,0.21135765903088508,0,Location Fraud
50,0,Normal,No fraud detected,0.1202976929169209,0.010399148197145165,0.0,0.0,0.03868909492436256,0,None
51,1,Text Fraud,"Scam keywords: guaranteed, cash only",0.44869682023129603,0.010954061590791528,1.0,0.0,0.33734756146708667,0,Location Fraud
52,1,Text Fraud,"Scam keywords: wire transfer, 100% safe, deposit now",0.058469783243958434,0.010151550726929122,0.0,0.0,0.02007882265491981,0,None
53,0,Normal,No fraud detected,0.389382710467903,0.013369660462766582,0.9,0.0,0.30015722825606256,0,Location Fraud
54,1,Location Fraud,"Coordinates shifted by (-0.84, -0.59)",0.0243424920973256,0.013369660462766582,0.0,0.0,0.010645162744889325,0,None
55,0,Normal,No fraud detected,0.28254197937953923,0.013369660462766582,0.0,0.0,0.08810500892955342,0,None
56,1,Price Fraud,Price reduced by 42%,0.33734456713083577,0.011608480044093351,0.0,0.0,0.10410549015027407,0,None
57,0,Normal,No fraud detected,0.12990299645572148,0.013369660462766582,0.0,0.0,0.04231331405240809,0,None
58,0,Normal,No fraud detected,0.17154079218353255,0.013369660462766582,0.0,0.0,0.05480465277075141,0,None
59,0,Normal,No fraud detected,0.14728755203030616,0.011608480044093351,0.0,0.0,0.047088385620115185,0,None
60,0,Normal,No fraud detected,0.4508852390505853,0.011608480044093351,0.0,0.0,0.13816769172619892,0,None
61,1,Text Fraud,"Urgency keywords: last chance, today only",0.6668829941883501,0.02,0.0,0.0,0.205064898256505,0,Price Fraud
62,1,Price Fraud,Price increased by 91%,1.0,0.011608480044093351,0.0,0.0,0.30290212001102335,0,Price Fraud
63,0,Normal,No fraud detected,0.1402475969283894,0.011608480044093351,0.0,0.0,0.04497639908954015,0,None
64,0,Normal,No fraud detected,0.5213197801141637,0.013369660462766582,1.0,0.0,0.35973834914994074,0,Location Fraud
65,0,Normal,No fraud detected,0.20021143825336216,0.011608480044093351,0.0,0.0,0.06296555148703198,0,None
66,1,Text Fraud,"Exaggeration keywords: luxury, exclusive, world-class, amazing, unbelievable",0.012476002503169957,0.05278637770897833,0.0,0.0,0.01693939517819557,0,None
67,1,Price Fraud,Price increased by 50%,0.03984187963923683,0.013369660462766582,1.0,0.0,0.2152949790074627,0,Location Fraud
68,1,Multi-Fraud,"Scam keywords: advance payment, wire transfer, cash only | Price reduced by 47% | Urgency keywords: today only, don't miss, quick sale, last chance",0.17213560010220139,0.04,0.0,0.0,0.061640680030660415,0,None
69,0,Normal,No fraud detected,0.1281165328694658,0.013369660462766582,0.0,0.0,0.04177737497653139,0,None
70,1,Text Fraud,"Scam keywords: advance payment, cash only, deposit now",0.37833589323887495,0.011608480044093351,0.0,0.0,0.11640288798268582,0,None
71,0,Normal,No fraud detected,0.5413858128217515,0.013369660462766582,0.0,0.0,0.16575815896221707,0,None
72,0,Normal,No fraud detected,0.12114358194703707,0.013369660462766582,0.0,0.0,0.03968548969980277,0,None
73,0,Normal,No fraud detected,0.9616594458901081,0.013369660462766582,1.0,0.0,0.4918402488827241,0,"Price Fraud, Location Fraud"
74,1,Location Fraud,"Coordinates shifted by (1.95, 0.67)",0.12524003271201237,0.013369660462766582,0.9,0.0,0.22091442492929536,0,Location Fraud
75,1,Price Fraud,Price reduced by 45%,0.18345382361925336,0.013369660462766582,0.9,0.0,0.23837856220146766,0,Location Fraud
76,1,Price Fraud,Price reduced by 46%,0.12868880546684108,0.013369660462766582,0.0,0.0,0.041949056755743966,0,None
77,1,Text Fraud,"Exaggeration keywords: exclusive, world-class, unbelievable, best, incredible, premium",0.041992913878220677,0.05278637770897833,0.0,0.0,0.025794468590710787,0,None
78,0,Normal,No fraud detected,0.0,0.013369660462766582,0.0,0.0,0.0033424151156916456,0,None
79,1,Text Fraud,"Urgency keywords: today only, immediate",0.6524493999872424,0.02,0.0,0.0,0.2007348199961727,0,Price Fraud
80,0,Normal,No fraud detected,0.27739588549626526,0.013369660462766582,0.0,0.0,0.08656118076457123,0,None
81,0,Normal,No fraud detected,0.4733709476991479,0.011608480044093351,0.0,0.0,0.14491340432076769,0,None
82,1,Price Fraud,Price reduced by 54%,0.43665114287099976,0.011608480044093351,1.0,0.0,0.33389746287232325,0,Location Fraud
83,1,Price Fraud,Price increased by 50%,0.0,0.011608480044093351,0.0,0.0,0.002902120011023338,0,None
84,1,Price Fraud,Price increased by 52%,0.7914149440837813,0.011608480044093351,0.0,0.0,0.2403266032361577,0,Price Fraud
85,0,Normal,No fraud detected,0.022786454764699145,0.011608480044093351,1.0,0.0,0.20973805644043308,0,Location Fraud
86,1,Price Fraud,Price reduced by 57%,0.0,0.011608480044093351,0.0,0.0,0.002902120011023338,0,None
87,1,Text Fraud,"Urgency keywords: urgent, don't miss",1.0,0.04,1.0,0.0,0.51,1,"Price Fraud, Location Fraud"
88,0,Normal,No fraud detected,0.14204279834329356,0.013369660462766582,1.0,0.0,0.24595525461867973,0,Location Fraud
89,0,Normal,No fraud detected,0.18684324324671878,0.011608480044093351,0.0,0.0,0.05895509298503897,0,None
90,1,Price Fraud,Price reduced by 62%,0.26741931163124,0.011608480044093351,0.9,0.0,0.2631279135003953,0,Location Fraud
91,1,Text Fraud,"Scam keywords: deposit now, no questions asked, guaranteed",0.19057438555180026,0.010399148197145172,0.0,0.0,0.05977210271482637,0,None
92,0,Normal,No fraud detected,0.36034841860840755,0.011608480044093351,0.0,0.0,0.1110066455935456,0,None
93,1,Price Fraud,Price reduced by 63%,0.327707895215022,0.011608480044093351,0.0,0.0,0.10121448857552995,0,None
94,0,Normal,No fraud detected,0.2178687576679793,0.011608480044093351,0.9,0.0,0.24826274731141715,0,Location Fraud
95,1,Text Fraud,"Urgency keywords: quick sale, don't miss",0.0730594562015412,0.02,0.0,0.0,0.026917836860462358,0,None
96,1,Location Fraud,"Coordinates shifted by (-0.72, -1.74)",0.05705535723307723,0.010399148197145165,0.0,0.0,0.01971639421920946,0,None
97,1,Location Fraud,"Coordinates shifted by (-1.67, 1.42)",1.0,0.010399148197145165,0.0,0.0,0.3025997870492863,0,Price Fraud
98,1,Price Fraud,Price reduced by 55%,0.33623881212225243,0.013369660462766582,0.0,0.0,0.10421405875236738,0,None
99,0,Normal,No fraud detected,0.10101219955837422,0.010399148197145165,0.0,0.0,0.03290344691679856,0,None
100,1,Price Fraud,Price reduced by 53%,0.30413522022076117,0.013369660462766582,0.0,0.0,0.09458298118192,0,None
101,0,Normal,No fraud detected,0.0,0.009502982533065607,0.0,0.0,0.002375745633266402,0,None
102,0,Normal,No fraud detected,0.04918057502965345,0.013369660462766582,0.0,0.0,0.01809658762458768,0,None
103,0,Normal,No fraud detected,0.038610810743845835,0.011608480044093351,0.9,0.0,0.19448536323417712,0,Location Fraud
104,0,Normal,No fraud detected,0.17131136114060896,0.011608480044093351,0.0,0.0,0.05429552835320602,0,None
105,0,Normal,No fraud detected,0.2555611360921319,0.011608480044093351,0.9,0.0,0.2595704608386629,0,Location Fraud
106,0,Normal,No fraud detected,0.3812117046399996,0.013369660462766582,1.0,0.0,0.3177059265076915,0,Location Fraud
107,0,Normal,No fraud detected,0.06119167514674347,0.011608480044093351,0.9,0.0,0.2012596225550464,0,Location Fraud
108,1,Text Fraud,"Exaggeration keywords: unbelievable, amazing, perfect, premium, best, exclusive",0.36505917835729335,0.057120743034055725,0.0,0.0,0.12379793926570193,0,None
109,1,Text Fraud,"Scam keywords: risk-free, no questions asked, wire transfer",0.0,0.011267041919002458,0.0,0.0,0.0028167604797506144,0,None
110,0,Normal,No fraud detected,0.1270555616687133,0.011608480044093351,0.0,0.0,0.04101878851163732,0,None
111,1,Location Fraud,"Coordinates shifted by (0.57, -1.55)",0.19146070015899044,0.013369660462766582,1.0,0.0,0.2607806251633888,0,Location Fraud
112,1,Text Fraud,"Urgency keywords: don't miss, hurry, today only, limited time",0.03117843912335561,0.06,0.9,0.0,0.2043535317370067,0,Location Fraud
113,1,Location Fraud,"Coordinates shifted by (-0.68, 1.77)",0.07234458800822728,0.013369660462766582,0.0,0.0,0.02504579151815983,0,None
114,1,Text Fraud,"Urgency keywords: act now, hurry",0.354643084767748,0.04,1.0,0.0,0.3163929254303244,0,Location Fraud
115,0,Normal,No fraud detected,0.3450416785222224,0.011608480044093351,0.0,0.0,0.10641462356769006,0,None
